generation,best,mean,std,worst
0,19.07364413533277,20.888086331858116,0.8742773109349846,22.846536616149585
1,16.280697580112786,19.082352530746196,1.1017329235467268,20.26397674405503
2,15.623742416388575,17.684654929513112,0.8947705950191408,19.062600113499066
3,15.386084215408221,16.58165573165293,0.48964691972544216,17.164688270438848
4,15.30142828000232,15.947355478324887,0.31958235857010303,16.42897216438267
5,14.701428280002318,15.669973889173727,0.2620400015342892,16.003844259188625
6,14.701428280002318,15.472295272535293,0.2432960078057866,15.744616584663206
7,14.701428280002318,15.266864623605773,0.23012906367109023,15.554743986657037
8,14.284336665618131,15.053809179225679,0.2476386879602619,15.333630940518894
9,14.284336665618131,14.877571092278034,0.18334617802453154,15.146426544510454
10,14.284336665618131,14.770298795505715,0.15626858049081777,14.967491648096548
11,14.284336665618131,14.682499674052993,0.15675914358052248,14.891164991562635
12,14.284336665618131,14.595536351047622,0.1410482670622011,14.767491648096549
13,14.284336665618131,14.538079575641808,0.13618260211957106,14.709361307176243
14,14.172458299147443,14.450341915045293,0.11002451560144363,14.595451410656818
15,14.172458299147443,14.415658097707329,0.09674300242344501,14.549615361854386
16,14.172458299147443,14.377470939306427,0.0892196087528041,14.507135583350037
17,14.172458299147443,14.35418725030435,0.08140421173916529,14.480243893371345
18,14.172458299147443,14.335742491668938,0.07421093132104681,14.42264954516723
19,14.172458299147443,14.321170779323477,0.0703307830217671,14.42264954516723
20,14.172458299147443,14.314292779652575,0.06567749644159158,14.391924966748062
21,14.172458299147443,14.308142210565236,0.06282758020440309,14.391924966748062
22,14.172458299147443,14.304718193679792,0.06252233967559807,14.391924966748062
23,14.172458299147443,14.299332417689593,0.058575152894294324,14.38998327754521
24,14.172458299147443,14.292181434227805,0.05474849715534282,14.38998327754521
25,14.172458299147443,14.280804586288932,0.04475524220672431,14.38998327754521
26,14.172458299147443,14.273310040062633,0.03593099314102429,14.38998327754521
27,14.172458299147443,14.268198483273709,0.0324149631104702,14.301514803843835
28,14.172458299147443,14.267854920509194,0.032149977796897364,14.301514803843835
29,14.172458299147443,14.267854920509194,0.032149977796897364,14.301514803843835
30,14.172458299147443,14.26716779498017,0.03160214134956251,14.301514803843835
31,14.172458299147443,14.26579354392211,0.030430429178625554,14.301514803843835
32,14.172458299147443,14.265146655824447,0.029314579636586634,14.284336665618131
33,14.172458299147443,14.264762855628572,0.029479128866830295,14.284336665618131
34,14.172458299147443,14.264762855628572,0.029479128866830295,14.284336665618131
35,14.172458299147443,14.264762855628572,0.029479128866830295,14.284336665618131
36,14.172458299147443,14.262451356607219,0.030112489417089414,14.284336665618131
37,14.172458299147443,14.261295607096542,0.030358297682406422,14.284336665618131
38,14.172458299147443,14.260139857585866,0.030558451262948955,14.284336665618131
39,14.172458299147443,14.260139857585866,0.030558451262948955,14.284336665618131
40,14.172458299147443,14.260139857585866,0.030558451262948955,14.284336665618131
41,14.172458299147443,14.260139857585866,0.030558451262948955,14.284336665618131
42,14.172458299147443,14.260139857585866,0.030558451262948955,14.284336665618131
43,14.172458299147443,14.25898410807519,0.030713842728378883,14.284336665618131
44,14.172458299147443,14.25898410807519,0.030713842728378883,14.284336665618131
45,14.172458299147443,14.257828358564513,0.03082514903182628,14.284336665618131
46,14.172458299147443,14.257828358564513,0.03082514903182628,14.284336665618131
47,14.172458299147443,14.257828358564513,0.03082514903182628,14.284336665618131
