generation,best
0,17.83622914957372
1,17.83622914957372
2,17.83622914957372
3,17.134846922834953
4,17.134846922834953
5,17.134846922834953
6,17.134846922834953
7,17.134846922834953
8,17.134846922834953
9,17.134846922834953
10,17.134846922834953
11,17.134846922834953
12,17.134846922834953
13,17.134846922834953
14,17.134846922834953
15,17.134846922834953
16,17.134846922834953
17,17.134846922834953
18,17.134846922834953
19,17.134846922834953
20,17.134846922834953
21,17.134846922834953
22,17.134846922834953
23,17.134846922834953
24,17.134846922834953
25,17.134846922834953
26,17.134846922834953
27,17.134846922834953
28,17.134846922834953
29,17.134846922834953
30,17.134846922834953
31,17.134846922834953
32,17.134846922834953
33,17.134846922834953
34,17.134846922834953
35,17.134846922834953
36,17.134846922834953
37,17.134846922834953
38,17.134846922834953
39,17.134846922834953
40,17.134846922834953
41,17.134846922834953
42,17.134846922834953
43,17.134846922834953
44,17.134846922834953
45,17.134846922834953
46,17.134846922834953
47,17.134846922834953
48,17.134846922834953
49,17.134846922834953
50,17.134846922834953
51,17.134846922834953
52,17.134846922834953
53,17.134846922834953
54,17.134846922834953
55,17.134846922834953
56,17.134846922834953
57,17.134846922834953
58,17.134846922834953
59,17.134846922834953
60,17.134846922834953
61,17.134846922834953
62,17.134846922834953
63,17.134846922834953
64,17.134846922834953
65,17.134846922834953
66,17.134846922834953
67,17.134846922834953
68,17.134846922834953
69,17.134846922834953
70,17.134846922834953
71,17.134846922834953
72,17.134846922834953
73,17.134846922834953
74,17.134846922834953
75,17.134846922834953
76,17.134846922834953
77,17.134846922834953
78,17.134846922834953
79,17.134846922834953
80,17.134846922834953
81,17.134846922834953
82,17.134846922834953
83,17.134846922834953
84,17.134846922834953
85,17.134846922834953
86,17.134846922834953
87,17.134846922834953
88,17.134846922834953
89,17.134846922834953
90,17.134846922834953
91,17.134846922834953
92,17.134846922834953
93,17.134846922834953
94,17.134846922834953
95,17.134846922834953
96,17.134846922834953
97,17.134846922834953
98,17.134846922834953
99,17.134846922834953
100,17.134846922834953
