generation,best,mean,std,worst
0,18.04833147735479,20.58636021924232,0.9302456346728808,22.53315017762062
1,15.739270764090493,19.16641077701494,0.9682705268230565,20.33390796058137
2,15.426225293941798,17.71602423796756,0.9378686496507155,19.00830459735946
3,14.391153452528776,16.61064922186469,0.629624974345219,17.298147830506313
4,14.391153452528776,15.888751500683554,0.5029006026337454,16.512403840463595
5,14.391153452528776,15.329090937502146,0.3140248077393197,15.739270764090493
6,14.263976744055029,15.117798002102395,0.28887915545845083,15.465229618017538
7,14.263976744055029,14.875140848373464,0.21470780707090273,15.177193921634789
8,14.263976744055029,14.786865554867617,0.2003886378631041,15.033907960581372
9,14.263976744055029,14.663457641580719,0.15656724186233095,14.891153452528776
10,13.91547594742265,14.580346657478076,0.1725556585597781,14.788854381999831
11,13.91547594742265,14.50874141696438,0.14611585220228387,14.693737745050923
12,13.91547594742265,14.461150113702187,0.14520087922681985,14.646536616149586
13,13.91547594742265,14.381675928415948,0.14474492817059859,14.5494443758404
14,13.734387974463898,14.313787980647346,0.15783494858170988,14.467670500619608
15,13.676819745345025,14.176585475363026,0.1911126320604932,14.391153452528776
16,13.676819745345025,14.108870109366906,0.16743269179786388,14.307878402833891
17,13.676819745345025,14.031588434854052,0.15770699860346474,14.239607805437114
18,13.65796522451032,13.947003319416503,0.14137056322630281,14.162049935181331
19,13.299999999999999,13.873402350684023,0.15210999858132937,14.06287388383278
20,13.200000000000001,13.81224106944263,0.17271018732005294,13.992838827718412
21,13.200000000000001,13.772092238209156,0.1623742769719421,13.953068523537421
22,13.200000000000001,13.703983212525626,0.14094676502251596,13.880972058177587
23,13.044948974278318,13.63837345596839,0.16788649362531094,13.80384048104053
24,13.044948974278318,13.601716475661583,0.16543841484198882,13.764911064067352
25,12.978232998312528,13.546150128524404,0.17605176462614672,13.73622914957372
26,12.978232998312528,13.4957722930521,0.17136287302760778,13.676819745345025
27,12.978232998312528,13.45670561625883,0.16017158428563977,13.65796522451032
28,12.978232998312528,13.40349300305976,0.15511581475790867,13.6
29,12.978232998312528,13.34973620733357,0.1390850874028383,13.548808848170152
30,12.974165738677394,13.317790146162029,0.13340322063543067,13.478232998312528
31,12.974165738677394,13.293791737184547,0.13123565204097803,13.448999599679679
32,12.974165738677394,13.268983763818994,0.12784446663372642,13.448331477354788
33,12.974165738677394,13.212862943859346,0.12746121823066445,13.369535971483266
34,12.974165738677394,13.192627422826568,0.1292175971773298,13.334846922834952
35,12.974165738677394,13.152961660947541,0.11760397501447677,13.316227766016837
36,12.974165738677394,13.130021032945184,0.10483062465521961,13.274165738677395
37,12.974165738677394,13.106674115303585,0.09574363622255964,13.22736184954957
38,12.974165738677394,13.091848640146763,0.09543764736226051,13.209901951359278
39,12.974165738677394,13.069280029965798,0.08828351601918763,13.200000000000001
40,12.974165738677394,13.049855517527948,0.0788910365340316,13.200000000000001
41,12.974165738677394,13.024748940026347,0.058893170965952944,13.18309518948453
42,12.974165738677394,13.011427558336868,0.04257915165015061,13.1
43,12.974165738677394,13.008153920259112,0.03904658897978489,13.089897948556635
44,12.974165738677394,13.001469921875206,0.03365416865307713,13.06332495807108
45,12.974165738677394,12.997766373870533,0.030900523653247653,13.04833147735479
46,12.974165738677394,12.989370455016198,0.0249699867701792,13.04833147735479
47,12.974165738677394,12.98385830378208,0.018290831400003964,13.044948974278318
48,12.974165738677394,12.979692654838727,0.0098827321550355,13.044948974278318
49,12.974165738677394,12.977725324447542,0.0031019532725410667,12.98309518948453
50,12.974165738677394,12.97683237936683,0.0026848246165842044,12.98309518948453
51,12.974165738677394,12.976459302703804,0.0022218052074101566,12.98309518948453
52,12.974165738677394,12.976280713687661,0.0020320022624302145,12.978232998312528
53,12.974165738677394,12.97595533291685,0.002018934588220932,12.978232998312528
54,12.974165738677394,12.975629952146042,0.0019522846248642622,12.978232998312528
55,12.974165738677394,12.975467261760636,0.0018972796221049361,12.978232998312528
56,12.974165738677394,12.97530457137523,0.00182619504692714,12.978232998312528
57,12.974165738677394,12.97506053579712,0.0016848472694085768,12.978232998312528
