generation,best,mean,std,worst
0,18.322497216032183,20.795940641157223,1.0504179906046343,23.554867053479278
1,16.48330235429198,19.306742581935726,0.8954683931967972,20.239071942966532
2,16.48330235429198,18.11986542396259,0.7646084605586125,19.02664991614216
3,15.713135192987524,16.982175610905063,0.5173677627802259,17.83721152139079
4,15.483294573433785,16.391919582924196,0.29446487465660404,16.765570056765576
5,15.361547262794321,16.050528680976342,0.23952197882933185,16.37035467668243
6,15.3293765408777,15.839848724543687,0.20594349598351513,16.086563348340512
7,15.3293765408777,15.652176155216525,0.1798632612998465,15.894182110716777
8,14.934192325759245,15.549903343795815,0.16498143683220948,15.767661580737737
9,14.934192325759245,15.40563820073119,0.17518955219223917,15.608131845707604
10,14.676575213227443,15.289297981910474,0.1717609921342528,15.483294573433785
11,14.676575213227443,15.154842830516346,0.18815750590517158,15.370831300812524
12,14.676575213227443,15.078114544630578,0.14730191143021704,15.297057550292607
13,14.676575213227443,14.987600723493648,0.11006977598043702,15.12565782966318
14,14.676575213227443,14.964461627135593,0.09896692610437217,15.084336665618132
15,14.676575213227443,14.941270480517385,0.09775444186303922,15.056349099818895
16,14.676575213227443,14.917578047635557,0.09548213312854983,15.020897306865447
17,14.676575213227443,14.893531123062784,0.09814396444704716,15.0
18,14.676575213227443,14.865391560795771,0.09038497841479183,14.9649655434629
19,14.676575213227443,14.84693348644837,0.08856122485698543,14.952610922848041
20,14.676575213227443,14.832837534720074,0.0904211655553662,14.934192325759245
21,14.676575213227443,14.81372251184192,0.09042119988378533,14.918695387886215
22,14.676575213227443,14.804150924033928,0.0856798356602279,14.907567081708246
23,14.676575213227443,14.785677176400732,0.07996776091423237,14.891164991562635
24,14.676575213227443,14.774974222929414,0.07700055930587292,14.87175030543074
25,14.676575213227443,14.74376531828465,0.0646543275382186,14.87175030543074
26,14.676575213227443,14.732625230672715,0.054759329108559546,14.846536616149585
27,14.676575213227443,14.722801353139111,0.04584604651885281,14.8
28,14.676575213227443,14.722661561751694,0.044299908521241355,14.776575213227444
29,14.676575213227443,14.713845303869023,0.041254839955557475,14.776575213227444
30,14.676575213227443,14.709126611917918,0.038372798665044616,14.776575213227444
31,14.676575213227443,14.707767265942364,0.03714354534068918,14.776575213227444
32,14.676575213227443,14.702329882040154,0.031166835951086304,14.776575213227444
33,14.676575213227443,14.7009705360646,0.02932686023898892,14.776575213227444
34,14.676575213227443,14.69961119008905,0.027295826728457026,14.776575213227444
35,14.676575213227443,14.69689249813794,0.022449277906604424,14.776575213227444
36,14.676575213227443,14.695533152162389,0.01943915057180241,14.743024810940588
37,14.676575213227443,14.694844814232573,0.018322570806383245,14.743024810940588
38,14.676575213227443,14.693764996727387,0.015750510957710046,14.708607914449798
39,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
40,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
41,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
42,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
43,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
44,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
45,14.676575213227443,14.693468138372939,0.015765335338159863,14.708607914449798
46,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
47,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
48,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
49,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
50,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
51,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
52,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
53,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
54,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
55,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
56,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
57,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
58,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
59,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
60,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
61,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
62,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
63,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
64,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
65,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
66,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
67,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
68,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
69,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
70,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
71,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
72,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
73,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
74,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
75,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
76,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
77,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
78,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
79,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
80,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
81,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
82,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
83,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
84,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
85,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
86,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
87,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
88,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
89,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
90,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
91,14.676575213227443,14.692827484348491,0.015787923319799543,14.708607914449798
