generation,best
0,18.04833147735479
1,17.880624847486573
2,17.80990195135928
3,17.207106781186546
4,17.207106781186546
5,17.207106781186546
6,17.207106781186546
7,17.207106781186546
8,17.207106781186546
9,17.207106781186546
10,17.207106781186546
11,17.207106781186546
12,17.207106781186546
13,17.207106781186546
14,17.207106781186546
15,17.207106781186546
16,17.207106781186546
17,17.207106781186546
18,17.207106781186546
19,17.207106781186546
20,17.207106781186546
21,17.207106781186546
22,17.207106781186546
23,17.207106781186546
24,17.207106781186546
25,17.207106781186546
26,17.207106781186546
27,17.207106781186546
28,17.207106781186546
29,17.207106781186546
30,17.207106781186546
31,17.207106781186546
32,17.207106781186546
33,17.207106781186546
34,17.207106781186546
35,17.207106781186546
36,17.207106781186546
37,17.207106781186546
38,17.207106781186546
39,17.207106781186546
40,17.207106781186546
41,17.207106781186546
42,17.207106781186546
43,17.207106781186546
44,17.207106781186546
45,17.207106781186546
46,17.207106781186546
47,17.207106781186546
48,17.207106781186546
49,17.207106781186546
50,17.207106781186546
51,17.207106781186546
52,17.207106781186546
53,17.207106781186546
54,17.207106781186546
55,17.207106781186546
56,17.207106781186546
57,17.207106781186546
58,17.207106781186546
59,17.207106781186546
60,17.207106781186546
61,17.207106781186546
62,17.207106781186546
63,17.207106781186546
64,17.207106781186546
65,17.207106781186546
66,17.207106781186546
67,17.207106781186546
68,17.207106781186546
69,17.207106781186546
70,17.207106781186546
71,17.063324958071078
72,17.063324958071078
73,17.063324958071078
74,17.063324958071078
75,17.063324958071078
76,17.063324958071078
77,17.063324958071078
78,17.063324958071078
79,17.063324958071078
80,17.063324958071078
81,17.063324958071078
82,17.063324958071078
83,17.063324958071078
84,17.063324958071078
85,17.063324958071078
86,17.063324958071078
87,17.063324958071078
88,17.063324958071078
89,17.063324958071078
90,17.063324958071078
91,17.063324958071078
92,17.063324958071078
93,17.063324958071078
94,17.063324958071078
95,17.063324958071078
96,17.063324958071078
97,17.063324958071078
98,17.063324958071078
99,17.063324958071078
100,17.063324958071078
